"mytarget","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","x_59","x_60","x_61","x_62","x_63","x_64","x_65","x_66","x_67","x_68","x_69","x_70","x_71","x_72","x_73","x_74","x_75","x_76","x_77","x_78","x_79","x_80","x_81","x_82","x_83","x_84","x_85","x_86","x_87","x_88","x_89","x_90","x_91","x_92","x_93","x_94","x_95","x_96","x_97","x_98","x_99"
3295,58.5865735546058,56.4931011667855,49.6452016112356,54.8966688469511,57.4350763343975,59.5922239909709,58.5256382193296,58.0665844118313,55.1424941638776,35.5055634147257,44.0009110185774,20.2958459038049,45.8267565530936,58.4515173089505,56.3098430910091,56.4126715300681,57.7577523087508,55.4495933586558,59.3725172621466,59.5083037350461,49.2534258020649,40.4885915271913,59.5348329581249,30.8845556761763,60.278435221454,60.5929411479374,40.5172516294669,47.2567756303973,54.1224245649823,55.9581822775538,51.5189565140564,52.6603682703657,35.7619009606001,41.588283183485,16.8014591952462,40.5598503826188,58.9495634180786,39.6771772006951,51.7632440568582,35.6895412944392,60.167469882557,25.7310594137854,60.7349964119787,40.4786884842237,40.1578100230765,59.2024161873527,49.8869679782616,47.4582925203713,59.0678450762959,40.4811248238886,54.8274391100889,33.8155747466669,55.9470856693684,40.4747501384918,40.4044571593167,55.8468775399888,40.4140932395546,34.7699583420909,57.9797229692434,23.0395164345816,38.4400644982892,40.5794924404264,41.1333160198161,35.0013511161305,59.518530400442,32.0680441551714,57.5303942015832,56.4685739027678,56.7467455259906,40.5587214260573,56.7908885831717,59.3662716691484,60.481379067549,56.0395374443707,49.8385373662752,47.8173976939073,56.7729873717885,40.3324322930779,56.7607459044988,45.0507219849387,60.0476074941969,57.7931635067797,52.7603977789101,40.2329462363515,57.2419478205771,57.1150720177218,45.8920531360126,60.3051377315542,53.3221806075523,60.9006476480073,50.6923040307562,41.8843297866465,30.2761347897101,58.6202220658677,40.4816665652801,52.8051466722424,47.0569665106774,58.9064155479769,49.9322110722552
3295,37.8608545716946,39.626520427857,36.4528269909325,39.7723423066809,26.6481931830047,38.9708997263013,39.1420970543227,39.2777077198453,39.7419677369288,35.5055634147257,40.709849111517,13.6244708722888,40.4928156067191,39.1840862021556,27.2948526401427,28.3561397014875,39.3012204756552,30.2632472995172,38.0852729610759,38.2119195291067,40.2458700676593,40.4885915271913,38.188342802286,29.3350308965486,38.480330847277,38.5775104875925,40.5172516294669,40.3360555991905,39.766125900224,34.8820440992705,40.1312468540246,39.3387198195588,35.7619009606001,40.7225685896806,15.895083864606,40.5598503826188,39.0480888949697,39.6771772006951,40.0893927783983,33.0748526676837,38.8961909071391,17.3053223923043,38.8077957588409,40.4786884842237,40.1578100230765,38.0138482897932,40.164763351778,40.2993477095092,39.0269920418683,40.4811248238886,39.0871703528236,30.8661779335708,28.1338865217649,40.4747501384918,40.4044571593167,32.9573807044039,40.4140932395546,31.4084959686588,26.2188752602321,15.1868311343945,38.4400644982892,40.5794924404264,40.6438933056935,32.4119928338278,38.1801546677179,28.6174138086822,26.8696984049897,28.1272257932941,39.5239527466742,40.5587214260573,28.2719960828623,38.1014991614292,38.5220743776552,25.4093704763029,40.1595248089298,35.5362183523007,26.9795292580452,40.45008194987,27.4857568218799,36.6365463121164,38.4279725293212,26.4476612572673,39.9573422704312,40.2329462363515,39.4442469274994,27.5137823158843,40.4707438353979,38.8826506123376,39.9096895835621,38.6688376234608,37.2048975685443,40.7417103771319,23.5121077491722,37.8645560777278,40.4816665652801,39.4440384917373,40.3621137742443,39.0461487398765,40.1569970826689
3295,37.8608545716946,39.626520427857,43.4543257370115,39.7723423066809,53.6730106646603,38.9708997263013,39.1420970543227,39.2777077198453,39.7419677369288,35.5055634147257,40.709849111517,42.820046015197,40.4928156067191,39.1840862021556,56.3579660232502,54.9981503788772,39.3012204756552,50.0795524760018,38.0852729610759,38.2119195291067,40.2458700676593,40.4885915271913,38.188342802286,38.1355687994549,38.480330847277,38.5775104875925,40.5172516294669,40.3360555991905,39.766125900224,47.167960030822,40.1312468540246,43.5191643100892,35.7619009606001,40.7225685896806,39.7285509868823,40.5598503826188,39.0480888949697,39.6771772006951,40.0893927783983,38.152473281184,38.8961909071391,42.1625638191787,38.8077957588409,40.4786884842237,40.1578100230765,38.0138482897932,40.164763351778,40.2993477095092,39.0269920418683,40.4811248238886,45.0714042508456,38.063118911667,51.2717604383121,40.4747501384918,40.4044571593167,48.3806713474901,40.4140932395546,34.4220139946208,37.6552970977221,42.9966509499849,38.4400644982892,40.5794924404264,40.6438933056935,37.8384553454927,38.1801546677179,38.7281838838915,50.2963399720071,55.3391520978358,39.5239527466742,40.5587214260573,52.8863483468211,38.1014991614292,38.5220743776552,55.147079053676,40.1595248089298,42.3923028714949,54.1816859069771,40.45008194987,51.8776951141155,41.1237021150477,38.4279725293212,49.5106716056515,39.9573422704312,40.2329462363515,39.4442469274994,52.420465019067,40.4707438353979,38.8826506123376,39.9096895835621,38.6688376234608,43.7920891076149,40.7417103771319,38.4406826066849,37.8645560777278,40.4816665652801,43.6267408550159,40.3621137742443,39.0461487398765,40.1569970826689
3295,48.6558844666486,39.626520427857,63.6644306615208,39.7723423066809,60.5534500283414,38.9708997263013,39.1420970543227,39.2777077198453,39.7419677369288,35.5055634147257,40.709849111517,13.4247125517646,40.4928156067191,39.1840862021556,53.3341597597564,52.4345647545365,39.3012204756552,63.374185916117,38.0852729610759,38.2119195291067,40.2458700676593,40.4885915271913,38.188342802286,51.0217986098753,38.480330847277,38.5775104875925,40.5172516294669,40.3360555991905,39.766125900224,65.2377219233424,40.1312468540246,64.3926774167998,35.7619009606001,40.7225685896806,4.71952674395102,40.5598503826188,39.0480888949697,39.6771772006951,40.0893927783983,60.6411801926012,38.8961909071391,20.7743121193726,38.8077957588409,40.4786884842237,40.1578100230765,38.0138482897932,40.164763351778,40.2993477095092,39.0269920418683,40.4811248238886,64.7412552279247,57.948079757225,62.6720939436836,40.4747501384918,40.4044571593167,65.5463106861492,40.4140932395546,39.2585150606215,48.5684380079223,17.05766775742,38.4400644982892,40.5794924404264,40.6438933056935,59.8412157458683,38.1801546677179,55.164487994354,49.1591267849989,52.5066744215307,39.5239527466742,40.5587214260573,50.9338836594609,38.1014991614292,38.5220743776552,57.9954471605347,40.1595248089298,63.6226643473391,59.8441830339241,40.45008194987,61.9238009798097,64.1108201125107,38.4279725293212,48.8300706386779,39.9573422704312,40.2329462363515,39.4442469274994,61.6099814115331,40.4707438353979,38.8826506123376,39.9096895835621,38.6688376234608,63.40056347572,40.7417103771319,29.3452385750192,48.592720238192,40.4816665652801,64.4368355291632,40.3621137742443,39.0461487398765,40.1569970826689
3295,49.4499408162008,49.4304413862524,35.0862748730484,47.4872847331771,47.1960659596208,50.5632755253972,51.4587227773674,51.3517742849986,47.8259602794006,35.5055634147257,40.709849111517,11.8563213755534,40.4928156067191,51.4149015379411,48.7205062981815,48.7678507366178,51.076245129446,45.0963817527562,49.9776330931894,50.0543256306277,40.2458700676593,40.4885915271913,50.1944369423627,16.7580401441041,49.1967194159607,48.8243129919333,40.5172516294669,40.3360555991905,46.6435164981301,41.733703164145,40.1312468540246,38.5241526890501,35.7619009606001,40.7225685896806,12.2398907569131,40.5598503826188,51.0490153827468,39.6771772006951,40.0893927783983,25.328548519509,49.8918050589534,14.2445945352777,49.3172960402632,40.4786884842237,40.1578100230765,49.8151610846176,40.164763351778,40.2993477095092,50.9585121411262,40.4811248238886,40.1313403095965,23.0893785797316,46.0723493407745,40.4747501384918,40.4044571593167,43.0457927016853,40.4140932395546,14.2181365552206,49.2183428496238,13.2568349099537,38.4400644982892,40.5794924404264,40.6438933056935,24.6917588925444,50.2205220020344,20.0961089541543,49.1592409277934,48.7428812572252,50.0123151323461,40.5587214260573,49.1156502187217,50.0123875093523,49.2637056833799,47.8559395714515,40.1595248089298,33.2759741631941,47.4095230594105,40.45008194987,46.7263672341104,31.7493813411077,49.3189918752405,49.2003068300425,39.9573422704312,40.2329462363515,50.3842281175471,47.006637044522,40.4707438353979,49.6699603842464,39.9096895835621,48.7484284967638,36.1557257288819,40.7417103771319,15.8447190826944,49.4669893256935,40.4816665652801,38.6931924482661,40.3621137742443,51.0782051722718,40.1569970826689
3295,53.2109079828914,39.626520427857,37.7617173519354,39.7723423066809,52.9996506345994,56.5339120739139,55.627952134071,39.2777077198453,39.7419677369288,35.5055634147257,40.709849111517,26.8122313266023,40.4928156067191,55.004802684486,51.8887762623376,51.9325944407974,39.3012204756552,48.6316224971568,52.7722419933408,53.2357715644673,40.2458700676593,40.4885915271913,53.0051986980567,16.1315568415916,54.4468493874482,54.9706160306944,40.5172516294669,40.3360555991905,39.766125900224,45.6487563523752,40.1312468540246,41.9159575193024,35.7619009606001,40.7225685896806,28.8415875744276,40.5598503826188,56.3139662578116,39.6771772006951,40.0893927783983,23.2454006973646,56.3849307358094,24.2262097813292,56.0269808592966,40.4786884842237,40.1578100230765,52.8381482453588,40.164763351778,40.2993477095092,56.3536761181607,40.4811248238886,43.391797904499,22.0652992536383,49.9485367312953,40.4747501384918,40.4044571593167,46.6503977744617,40.4140932395546,14.3224295516485,53.1291518944654,25.7776893595094,38.4400644982892,40.5794924404264,40.6438933056935,22.6161222648837,52.9591947644986,19.3273116890554,53.0019998638351,51.9029685375943,39.5239527466742,40.5587214260573,52.5339338496281,52.7778250614074,54.6667349123762,52.7744841798323,40.1595248089298,35.2501706488256,53.1969231363956,40.45008194987,51.2040935387378,32.6338315318126,54.1372144867455,53.127587053164,39.9573422704312,40.2329462363515,39.4442469274994,51.8072174518895,40.4707438353979,56.2424714387444,39.9096895835621,55.486450907362,38.8015595246641,40.7417103771319,19.3546345292548,53.2013936946538,40.4816665652801,42.0928945972659,40.3621137742443,56.2991308022592,40.1569970826689
3295,54.9166017078294,55.0183622172304,41.5721817886052,53.9563506486955,52.2582667483545,57.3132356373678,56.9642671218697,56.7995487407826,54.1350906173349,35.5055634147257,43.7421714209075,42.7731794222366,46.1410977750428,56.8936641480636,51.5373179414513,52.0174639534869,56.6660957484446,49.776611066421,56.2640867202132,56.3168905233724,48.9845889328759,40.4885915271913,56.3664279365932,28.4029244769596,56.8514355170097,56.9317167421946,40.5172516294669,47.2411283843687,53.3257461676956,49.6907578985911,50.9614299528344,45.5800790714904,35.7619009606001,40.7225685896806,42.0765575026484,40.5598503826188,57.080202660358,39.6771772006951,51.1367480654501,37.9707389080191,57.7702015660675,41.4755024862108,57.5149830175096,40.4786884842237,40.1578100230765,55.862901952435,49.8044786527529,47.4328536850261,57.0874618392598,40.4811248238886,47.1658156921974,34.7171439222198,49.7996690523129,40.4747501384918,40.4044571593167,50.0079799258045,40.4140932395546,26.2293666623815,54.2837129494648,42.215098800087,38.4400644982892,40.5794924404264,40.6438933056935,37.0124482116737,56.373592185445,31.6905548525737,53.8925004397083,51.89210999658,55.7942292815681,40.5587214260573,52.9165291904921,56.3204187251368,56.8867968308376,51.9702514278318,49.6705811790681,39.260471878244,52.4650646437417,40.45008194987,50.4372578647053,37.1156061669938,56.5743191515383,54.1564783621881,51.9455107866055,40.2329462363515,56.2370450337678,50.9344640196158,46.1765368872063,57.6704263832426,52.5030562873592,57.2962799032475,42.7404518426363,40.7417103771319,34.8290488223505,54.9580889636841,40.4816665652801,45.7247448573538,47.0655032397597,57.0793064720892,49.9843626072178
3295,52.0167124571823,54.9726820368945,35.7130745578074,54.330302901115,49.6400211625241,56.2121411878597,55.8615105221869,55.70927240391,54.4572351738655,35.5055634147257,42.9046479563162,15.9668068065712,45.2486323699845,55.7654649372091,50.1125625348689,49.87892270248,55.6262566600172,48.4749844784938,53.0180524905556,53.9183896510485,49.0842082530288,40.0363347166583,53.6853205365288,28.9394238198207,54.68547542532,54.7807142093192,40.5172516294669,47.1268827881808,53.7382405830609,45.9007680175806,51.4956840140103,40.0608983340535,35.7619009606001,41.5436833178697,17.288618121331,40.5598503826188,56.4354757882593,39.6771772006951,51.7354795236563,21.9007100423918,55.9481977737579,19.81231011425,55.5093834998394,40.4786884842237,40.1578100230765,52.5791541029531,49.8501562068168,47.3240537104099,56.4324558601643,40.4126943947537,42.8466049693683,21.4049059509302,48.4684851513425,40.4747501384918,40.4044571593167,47.4205299012699,40.4140932395546,30.2710072062804,51.2734592623997,17.8610031496491,38.4400644982892,40.5794924404264,41.5921250270291,21.466912314248,53.6181293667693,24.5415880300813,50.8726089460125,49.9010179048156,55.079049985204,40.5587214260573,50.0622102147997,53.0789466166776,54.723966272974,50.8557578126022,49.738998213983,33.6626821671942,50.0475522901156,41.1896104336128,48.467207437681,30.5475924863389,54.5828774424583,51.1178173673085,52.3782010577137,40.2329462363515,55.1641957507099,48.5689614768814,45.3219178547413,55.834283653789,52.7319713687235,55.1821483217851,36.9739699891597,41.593032066838,24.7446159369437,52.0536200287106,40.4816665652801,40.3138074026888,46.9350968223848,56.4333749407219,50.0209074515534
3295,38.9856017471299,39.626520427857,19.2096653694369,39.7723423066809,30.020084166834,41.3152979464667,41.2705263504156,39.2777077198453,39.7419677369288,35.5055634147257,40.709849111517,6.92180223395136,40.4928156067191,41.2006115922603,34.6191578093129,35.4424573143652,39.3012204756552,23.6006239356029,40.9167829486752,41.4221125672671,40.2458700676593,40.4885915271913,41.3843880818042,12.5325408873909,41.103764981889,41.0249021940355,40.5172516294669,40.3360555991905,39.766125900224,18.9457892018537,40.1312468540246,16.4732924488668,35.7619009606001,40.7225685896806,3.70933910980453,40.5598503826188,41.3493812767725,39.6771772006951,40.0893927783983,14.498206358561,41.2670402716122,8.08518765031397,41.1542949558662,40.4786884842237,40.1578100230765,40.0592758643233,40.164763351778,40.2993477095092,41.4261792309762,40.4811248238886,16.6912676846201,13.8067256322492,25.634529398347,40.4747501384918,40.4044571593167,20.7243812586588,40.4140932395546,11.0497920794513,38.3054210546103,7.6239117051299,38.4400644982892,40.5794924404264,40.6438933056935,14.2841074937132,41.360316592539,13.2555705154934,37.5339828514989,35.1766591297197,39.5239527466742,40.5587214260573,36.3374335230349,41.0152771567107,41.0414128666276,32.4705691501416,40.1595248089298,20.3988248904808,31.2619851887604,40.45008194987,27.4717527407485,18.8986878210056,41.2031570771458,38.0000973156173,39.9573422704312,40.2329462363515,39.4442469274994,27.9105111908457,40.4707438353979,41.2310539994656,39.9096895835621,40.9146336382046,18.4503664785983,40.7417103771319,8.5766713939769,39.0147238818241,40.4816665652801,16.3258418384698,40.3621137742443,41.3192547172078,40.1569970826689
3295,40.5185600016624,45.4927709595786,9.99577325360694,46.2417518338252,26.9679723867676,42.8005435326769,43.5093831729992,44.0329027118604,46.0383452523529,35.5055634147257,48.9973445785609,19.7085857778187,50.3860464913481,43.6592076259915,34.7205308925895,35.9571815421199,44.2314761737018,23.7354747440509,41.7763269544804,42.9384051216017,49.3782941019931,40.4885915271913,42.5687400442357,14.2129553091689,43.8838185297208,43.9086493265753,40.5172516294669,49.9034364752026,46.6725701808009,20.9445133892737,48.0471570144966,12.9306415190366,35.7619009606001,40.7225685896806,17.3621721637946,40.5598503826188,43.0239648416262,39.6771772006951,47.9499929274029,10.486688514245,43.125312363382,20.4459414226382,43.3264862601831,40.4786884842237,40.1578100230765,41.3580835856631,48.8494451083705,49.8709771596932,42.9535863028941,40.4811248238886,15.7413952668779,10.8426200898151,24.835616035493,40.4747501384918,40.4044571593167,22.9520394959798,40.4140932395546,13.7413623356796,39.5979695517315,20.4387156773955,38.4400644982892,40.5794924404264,40.6438933056935,10.5061830650745,42.515474572759,12.4605414876179,38.8211181710776,35.6744165497907,45.2258246149642,40.5587214260573,37.6181961393175,41.8647465597774,43.9393726553551,30.8837931352978,48.9254903293446,8.37563446781885,28.3682829765728,40.45008194987,25.8416669815361,7.48718657400147,43.734930052425,39.3357820934406,47.5167364609369,40.2329462363515,45.0300179788947,26.279969288581,50.3711571272564,43.2066758563221,47.1849339125788,43.6196957545047,11.0994871991056,40.7417103771319,17.1426120798967,40.5693144638258,40.4816665652801,13.1284335600023,49.9315511249531,43.0512980343571,48.7538454849913
